en,ru
"If, if somebody would lay it out for me, then I didn't mind cutting it out and sewing it.","Если бы, если бы кто-нибудь выложил это для меня, тогда я была бы не против вырезать это и сшить."
I could do that all day long,Я мог бы заниматься этим весь день напролет
"and I, I can remember once in high school, I wanted some extra money,","и я, я помню, как однажды в старшей школе мне захотелось немного подзаработать,"
Yeah.,Да.
"and my mom wanted some pants,","и моя мама хотела какие-нибудь штаны,"
so she laid out the material,"итак, она выложила материал"
and I cut it and sewed it,и я разрезала его и сшила
and she paid me I think like two dollars a pair to make her some pants.,"и она заплатила мне, я думаю, около двух долларов за пару, чтобы я сшил ей брюки."
Yeah.,Да.
"But I, I hate laying out material and trying to get the most out of the material and, make sure it's on the right lines and not on the bias.","Но я, я ненавижу выкладывать материал и пытаться извлечь из него максимум пользы и убедиться, что он написан правильно, а не предвзято."
